MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1921733	Ankhd1	ankyrin repeat and KH domain containing 1	18		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			IBA	PTN001506277 	J:265628 	
MGI:1932101	Ankrd17	ankyrin repeat domain 17	5		innate immune response			ISO	O75179 	J:164563 	
MGI:96819	Anxa1	annexin A1	19		innate immune response			IEA	KW-0399 	J:60000 	
MGI:101919	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit	8		positive regulation of natural killer cell degranulation			ISO	O43747 	J:164563 	
MGI:101919	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit	8		positive regulation of natural killer cell mediated cytotoxicity			ISO	O43747 	J:164563 	
MGI:98229	Apcs	serum amyloid P-component	1		innate immune response			IBA	PTN000444388 	J:265628 	
MGI:98229	Apcs	serum amyloid P-component	1		innate immune response			ISO	P02743 	J:164563 	
MGI:88051	Apoa4	apolipoprotein A-IV	9		innate immune response in mucosa			IMP		J:91357 	
MGI:88051	Apoa4	apolipoprotein A-IV	9		innate immune response in mucosa			ISO	P06727 	J:164563 	
MGI:1933111	Apobec3	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88057	Apoe	apolipoprotein E	7		regulation of innate immune response			IMP		J:266110 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		innate immune response			ISO	RGD:2139 	J:155856 	
MGI:88059	App	amyloid beta (A4) precursor protein	16		innate immune response			ISO	P05067 	J:164563 	
MGI:1920243	Appl1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	14		regulation of innate immune response			IMP		J:268007 	
MGI:2384914	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	10		regulation of innate immune response			IMP		J:268007 	
MGI:107387	Aqp4	aquaporin 4	18		cellular response to interferon-gamma			ISO	P55087 	J:164563 	
MGI:88070	Arg1	arginase, liver	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88070	Arg1	arginase, liver	10		negative regulation of interferon-gamma-mediated signaling pathway			ISO	P05089 	J:164563 	
MGI:1330806	Arg2	arginase type II	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:103264	Arhgef2	rho/rac guanine nucleotide exchange factor (GEF) 2	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2443039	Arid5a	AT rich interactive domain 5A (MRF1-like)	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:99474	Arrb2	arrestin, beta 2	11		negative regulation of natural killer cell mediated cytotoxicity			ISO	P32121 	J:164563 	
MGI:1919214	Atad3a	ATPase family, AAA domain containing 3A	4		antiviral innate immune response			ISO	Q9NVI7 	J:164563 	
MGI:2138446	Atg9a	autophagy related 9A	1		innate immune response	happens in fibroblast		IMP	MGI:4417824 	J:155552 	
MGI:1347244	Axl	AXL receptor tyrosine kinase	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3630303	AY761185	cDNA sequence AY761185	8		innate immune response in mucosa			IBA	PTN002275316 	J:265628 	
MGI:88127	B2m	beta-2 microglobulin	2		innate immune response			ISO	P61769 	J:164563 	
MGI:88169	Blk	B lymphoid kinase	14		innate immune response			IBA	PTN002521528 	J:265628 	
MGI:3045315	Bpi	bactericidal permeablility increasing protein	2		innate immune response			IBA	PTN002471180 	J:265628 	
MGI:1338036	Bpifa1	BPI fold containing family A, member 1	2		innate immune response			IBA	PTN000053036 	J:265628 	
MGI:1338036	Bpifa1	BPI fold containing family A, member 1	2		innate immune response			IMP		J:195535 	
MGI:1338036	Bpifa1	BPI fold containing family A, member 1	2		innate immune response			ISO	Q9NP55 	J:164563 	
MGI:1914385	Bpifa5	BPI fold containing family A, member 5	2		innate immune response			IBA	PTN000053036 	J:265628 	
MGI:2137431	Bpifb1	BPI fold containing family B, member 1	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2137431	Bpifb1	BPI fold containing family B, member 1	2		innate immune response in mucosa			IBA	PTN002471163 	J:265628 	
MGI:2137431	Bpifb1	BPI fold containing family B, member 1	2		innate immune response in mucosa			ISO	Q8TDL5 	J:164563 	
MGI:2675077	Bpifb3	BPI fold containing family B, member 3	2		innate immune response			IEA	IPR032951 	J:72247 	
MGI:1916800	Bst2	bone marrow stromal cell antigen 2	8		innate immune response			IBA	PTN000390342 	J:265628 	
MGI:1916800	Bst2	bone marrow stromal cell antigen 2	8		innate immune response			IMP		J:190272 	
MGI:1916800	Bst2	bone marrow stromal cell antigen 2	8		response to interferon-gamma			IDA		J:190272 	
MGI:88216	Btk	Bruton agammaglobulinemia tyrosine kinase	X		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88223	C1qa	complement component 1, q subcomponent, alpha polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1194505	C1qbp	complement component 1, q subcomponent binding protein	11		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1355313	C1ra	complement component 1, r subcomponent A	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3779804	C1rb	complement component 1, r subcomponent B	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2660692	C1rl	complement component 1, r subcomponent-like	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1355312	C1s1	complement component 1, s subcomponent 1	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3644269	C1s2	complement component 1, s subcomponent 2	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88226	C2	complement component 2 (within H-2S)	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88227	C3	complement component 3	17		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88227	C3	complement component 3	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88229	C4bp	complement component 4 binding protein	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:2668347	C8a	complement component 8, alpha polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88236	C8b	complement component 8, beta polypeptide	4		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88237	C8g	complement component 8, gamma polypeptide	2		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:88237	C8g	complement component 8, gamma polypeptide	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1098282	C9	complement component 9	15		complement activation, alternative pathway			IEA	KW-0179 	J:60000 	
MGI:1098282	C9	complement component 9	15		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		negative regulation of innate immune response			IBA	PTN002729899 	J:265628 	
MGI:1917562	Cactin	cactin, spliceosome C complex subunit	10		negative regulation of type I interferon-mediated signaling pathway			ISO	Q8WUQ7 	J:164563 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		positive regulation of natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		positive regulation of natural killer cell mediated cytotoxicity			ISO	Q9BY67 	J:164563 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			IBA	PTN000589344 	J:265628 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		susceptibility to natural killer cell mediated cytotoxicity			ISO	Q9BY67 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response			IBA	PTN000024620 	J:265628 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response	happens in skin		IMP		J:129736 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response			ISO	P49913 	J:164563 	
MGI:108443	Camp	cathelicidin antimicrobial peptide	9		innate immune response in mucosa			ISO	P49913 	J:164563 	
MGI:1098259	Capg	capping protein (actin filament), gelsolin-like	6		cellular response to interferon-gamma			IDA		J:143718 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2685628	Card9	caspase recruitment domain family, member 9	2		positive regulation of innate immune response	regulates a function/process that has the participant peritoneal macrophage|regulates a function/process that has the participant monoblast		IMP	MGI:3698412 	J:117799 	
MGI:96544	Casp1	caspase 1	9		cellular response to interferon-gamma			ISO	P29466 	J:164563 	
MGI:107700	Casp4	caspase 4, apoptosis-related cysteine peptidase	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:98258	Ccl1	chemokine (C-C motif) ligand 1	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98259	Ccl2	chemokine (C-C motif) ligand 2	11		cellular response to interferon-gamma			IDA		J:118487 	
MGI:98260	Ccl3	chemokine (C-C motif) ligand 3	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98261	Ccl4	chemokine (C-C motif) ligand 4	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:98262	Ccl5	chemokine (C-C motif) ligand 5	11		response to interferon-gamma			ISO	RGD:69069 	J:155856 	
MGI:98263	Ccl6	chemokine (C-C motif) ligand 6	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:99512	Ccl7	chemokine (C-C motif) ligand 7	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:101878	Ccl8	chemokine (C-C motif) ligand 8	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:104533	Ccl9	chemokine (C-C motif) ligand 9	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:103576	Ccl11	chemokine (C-C motif) ligand 11	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:108224	Ccl12	chemokine (C-C motif) ligand 12	11		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1329039	Ccl17	chemokine (C-C motif) ligand 17	8		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1346316	Ccl19	chemokine (C-C motif) ligand 19	4		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1329031	Ccl20	chemokine (C-C motif) ligand 20	1		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1349183	Ccl21a	chemokine (C-C motif) ligand 21A (serine)	4		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1349182	Ccl21b	chemokine (C-C motif) ligand 21B (leucine)	4		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1891386	Ccl21c	chemokine (C-C motif) ligand 21C (leucine)	4		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1306779	Ccl22	chemokine (C-C motif) ligand 22	8		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1928953	Ccl24	chemokine (C-C motif) ligand 24	5		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1099448	Ccl25	chemokine (C-C motif) ligand 25	8		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:3589281	Ccl26	chemokine (C-C motif) ligand 26	5		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:104618	Ccr1	chemokine (C-C motif) receptor 1	9		negative regulation of innate immune response			IMP		J:169909 	
MGI:107674	Cd1d1	CD1d1 antigen	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88318	Cd14	CD14 antigen	18		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88323	Cd24a	CD24a antigen	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88336	Cd40	CD40 antigen	2		response to interferon-gamma			IBA	PTN005324942 	J:265628 	
MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16		cellular response to interferon-gamma			ISO	RGD:2308 	J:155856 	
MGI:104850	Cd55	CD55 molecule, decay accelerating factor for complement	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:104849	Cd55b	CD55 molecule, decay accelerating factor for complement B	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		positive regulation of innate immune response			IC	GO:0090023 	J:169979 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		response to interferon-gamma			IDA		J:297334 	
MGI:96534	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	18		response to interferon-gamma			ISO	P04233 	J:164563 	
MGI:1336885	Cd84	CD84 antigen	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1934368	Cd96	CD96 antigen	16		negative regulation of natural killer cell cytokine production	regulates a function/process that generates Ifng		IMP	MGI:5617136 	J:209990 	
MGI:1860383	Cd160	CD160 antigen	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of natural killer cell cytokine production			ISO	O95971 	J:164563 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of natural killer cell degranulation			ISO	O95971 	J:164563 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of natural killer cell mediated cytotoxicity			ISO	O95971 	J:164563 	
MGI:1860383	Cd160	CD160 antigen	3		positive regulation of natural killer cell mediated immune response to tumor cell			IMP		J:222131 	
MGI:1916141	Cd177	CD177 antigen	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1194924	Cd180	CD180 antigen	13		innate immune response			IEA	KW-0399 	J:60000 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell cytokine production			IBA	PTN002931336 	J:265628 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell cytokine production	regulates a function/process that generates Ifng		IMP	MGI:4454325 	J:209990 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell mediated cytotoxicity			ISO	Q15762 	J:164563 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IBA	PTN002931336 	J:265628 	
MGI:3039602	Cd226	CD226 antigen	18		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			ISO	Q15762 	J:164563 	
MGI:109294	Cd244a	CD244 molecule A	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:109531	Cdc37	cell division cycle 37	9		regulation of interferon-gamma-mediated signaling pathway			ISO	Q16543 	J:107465 	
MGI:109531	Cdc37	cell division cycle 37	9		regulation of type I interferon-mediated signaling pathway			ISO	Q16543 	J:107465 	
MGI:106211	Cdc42	cell division cycle 42	4		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1929744	Cdc42ep2	CDC42 effector protein (Rho GTPase binding) 2	19		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1929760	Cdc42ep4	CDC42 effector protein (Rho GTPase binding) 4	11		cellular response to interferon-gamma			IDA		J:143718 	
MGI:1347245	Ceacam1	carcinoembryonic antigen-related cell adhesion molecule 1	7		negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IMP		J:201200 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7		natural killer cell mediated cytotoxicity			IMP		J:58801 	
MGI:105975	Cfb	complement factor B	17		complement activation, alternative pathway			IGI		J:250675 	
MGI:105975	Cfb	complement factor B	17		complement activation, alternative pathway			IMP	MGI:1861129 	J:42679 	
MGI:105975	Cfb	complement factor B	17		complement activation, alternative pathway			IMP		J:250675 	
MGI:105975	Cfb	complement factor B	17		complement activation, alternative pathway			TAS		J:6989 	
MGI:105975	Cfb	complement factor B	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:87931	Cfd	complement factor D (adipsin)	10		complement activation, alternative pathway			IMP		J:250675 	
MGI:87931	Cfd	complement factor D (adipsin)	10		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88385	Cfh	complement component factor h	1		complement activation, alternative pathway			IGI		J:156611 J:250675 	
MGI:88385	Cfh	complement component factor h	1		complement activation, alternative pathway			IMP		J:250675 	
MGI:88385	Cfh	complement component factor h	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:105937	Cfi	complement component factor i	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:97545	Cfp	complement factor properdin	X		complement activation, alternative pathway			IMP	MGI:3774548 	J:131526 	
MGI:97545	Cfp	complement factor properdin	X		innate immune response			IEA	KW-0399 	J:60000 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		activation of innate immune response			IBA	PTN002579681 	J:265628 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		activation of innate immune response			IDA		J:199863 J:243386 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		activation of innate immune response			IMP		J:196208 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		activation of innate immune response			ISO	Q8N884 	J:164563 	
MGI:2442261	Cgas	cyclic GMP-AMP synthase	9		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1915288	Chid1	chitinase domain containing 1	7		innate immune response			IEA	KW-0399 	J:60000 	
MGI:108445	Ciita	class II transactivator	16		response to interferon-gamma			IDA		J:107465 J:297334 	
MGI:108445	Ciita	class II transactivator	16		response to interferon-gamma			ISO	P33076 	J:164563 	
MGI:108023	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	X		response to interferon-gamma			IDA		J:50846 	
MGI:2135589	Clec2d	C-type lectin domain family 2, member d	6		protection from natural killer cell mediated cytotoxicity			IDA		J:86948 J:89706 	
MGI:2135589	Clec2d	C-type lectin domain family 2, member d	6		protection from natural killer cell mediated cytotoxicity			IGI	MGI:107539 	J:150111 	
MGI:1349412	Clec4a2	C-type lectin domain family 4, member a2	6		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1298389	Clec4d	C-type lectin domain family 4, member d	6		innate immune response			IMP		J:203159 	
MGI:1861232	Clec4e	C-type lectin domain family 4, member e	6		innate immune response			IMP	MGI:5013826 	J:203159 	
MGI:1861231	Clec4n	C-type lectin domain family 4, member n	6		innate immune response			IDA		J:168200 	
MGI:1345151	Clec5a	C-type lectin domain family 5, member a	6		innate immune response			IBA	PTN000514254 	J:265628 	
MGI:1345151	Clec5a	C-type lectin domain family 5, member a	6		innate immune response			IDA		J:172961 	
MGI:1345151	Clec5a	C-type lectin domain family 5, member a	6		innate immune response			ISO	Q9NY25 	J:164563 	
MGI:1861431	Clec7a	C-type lectin domain family 7, member a	6		cell surface pattern recognition receptor signaling pathway			IDA		J:89998 	
MGI:1918433	Clec12b	C-type lectin domain family 12, member B	6		negative regulation of natural killer cell mediated cytotoxicity			ISO	Q2HXU8 	J:164563 	
MGI:1351468	Clnk	cytokine-dependent hematopoietic cell linker	5		positive regulation of natural killer cell cytokine production	happens in CD4-positive type I NK T cell		IMP		J:131738 	
MGI:1100517	Clpb	ClpB caseinolytic peptidase B	7		antiviral innate immune response			ISO	Q9H078 	J:164563 	
MGI:1298230	Cnot7	CCR4-NOT transcription complex, subunit 7	8		negative regulation of type I interferon-mediated signaling pathway			ISO	Q9UIV1 	J:164563 	
MGI:1919279	Cnpy3	canopy FGF signaling regulator 3	17		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1278313	Coch	cochlin	12		positive regulation of innate immune response		PR:000037266	IMP	MGI:3624560 	J:203149 	
MGI:1918943	Colec11	collectin sub-family member 11	12		complement activation, lectin pathway			ISO	Q9BWP8 	J:164563 	
MGI:1918943	Colec11	collectin sub-family member 11	12		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1345961	Coro1a	coronin, actin binding protein 1A	7		natural killer cell degranulation			ISO	P31146 	J:164563 	
MGI:88513	Cr1l	complement component (3b/4b) receptor 1-like	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88489	Cr2	complement receptor 2	1		complement activation, alternative pathway	uses Cfh		IGI		J:156611 	
MGI:88489	Cr2	complement receptor 2	1		complement activation, alternative pathway			ISO	P20023 	J:164563 	
MGI:88489	Cr2	complement receptor 2	1		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1100818	Crcp	calcitonin gene-related peptide-receptor component protein	5		innate immune response			IEA	KW-0399 	J:60000 	
MGI:88508	Crk	v-crk avian sarcoma virus CT10 oncogene homolog	11		negative regulation of natural killer cell mediated cytotoxicity			ISO	RGD:2405 	J:155856 	
MGI:88512	Crp	C-reactive protein, pentraxin-related	1		innate immune response			IBA	PTN000444388 	J:265628 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			IDA		J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			ISO	O95727 	J:164563 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity			ISS	O95727 	J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IBA	PTN002932116 	J:265628 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			IDA		J:114711 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			ISO	O95727 	J:164563 	
MGI:1859822	Crtam	cytotoxic and regulatory T cell molecule	9		positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target			ISS	O95727 	J:114711 	
MGI:1339753	Csf1	colony stimulating factor 1 (macrophage)	3		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1339758	Csf1r	colony stimulating factor 1 receptor	18		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1097153	Cx3cl1	chemokine (C-X3-C motif) ligand 1	8		cellular response to interferon-gamma			IBA	PTN000245709 	J:265628 	
MGI:1333815	Cx3cr1	chemokine (C-X3-C motif) receptor 1	9		innate immune response	happens in microglial cell		IC	GO:0071222 	J:262355 	
MGI:1932682	Cxcl16	chemokine (C-X-C motif) ligand 16	11		response to interferon-gamma			ISO	Q9H2A7 	J:164563 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		innate immune response			IMP		J:241355 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		innate immune response			ISO	P13498 	J:164563 	
MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X		innate immune response			IMP		J:241355 	
MGI:88574	Cybb	cytochrome b-245, beta polypeptide	X		innate immune response			ISO	P04839 	J:164563 	
MGI:2384959	Cybc1	cytochrome b 245 chaperone 1	11		innate immune response			IMP		J:241355 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		innate immune response			ISO	Q9NQC7 	J:164563 	
MGI:1098274	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1	10		response to interferon-gamma			ISO	O15528 	J:164563 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		innate immune response			IEA	KW-0399 	J:60000 	
MGI:1916885	Dapk1	death associated protein kinase 1	13		cellular response to interferon-gamma			IMP		J:192858 	
